"Anho","Mes","Dia","Especie","Tipo_Flota","Puerto","Longitud","Latitud","Captura","Capacidad_Bodega","Anzuelos","Embarcaciones"
2008,12,31,"caballa","industrial","MATARANI","724530W","173030S",5600,4,400,NA
2009,1,1,"caballa","industrial","MATARANI","723000W","173300S",20000,3,400,NA
2008,12,27,"caballa","industrial","ILO","720000W","183000S",52500,6,900,NA
2008,12,28,"caballa","industrial","ILO","715854W","182500S",63000,5,800,NA
2008,12,26,"caballa","industrial","ILO","723000W","185148S",82500,8,1000,NA
2008,12,25,"caballa","industrial","PAITA","835000W","075000S",36000,30,900,NA
2008,12,28,"caballa","industrial","SALAVERRY","795000W","103000S",253000,22,1500,NA
2008,12,28,"caballa","industrial","SALAVERRY","804000W","091500S",70500,12,1800,NA
2008,12,27,"caballa","industrial","CHIMBOTE","800000W","112000S",273000,15,2350,NA
2008,12,28,"caballa","industrial","CHIMBOTE","793000W","104000S",55000,10,1500,NA
2008,12,28,"caballa","industrial","CHIMBOTE","802000W","112000S",216000,18,2300,NA
2008,12,31,"caballa","industrial","ATICO","740120W","165756S",52000,4,600,NA
2009,1,1,"caballa","industrial","MATARANI","724500W","172900S",25000,3,400,NA
2009,1,1,"caballa","industrial","MATARANI","724300W","172356S",54000,2.5,400,NA
2009,1,1,"caballa","industrial","MATARANI","730000W","172300S",43200,6,600,NA
2008,12,31,"caballa","industrial","MATARANI","725748W","171904S",26000,5,400,NA
2009,1,1,"caballa","industrial","MATARANI","723350W","173430S",26400,4,400,NA
2009,1,1,"caballa","industrial","LA PLANCHADA","740600W","172700S",39650,4,600,NA
2008,12,31,"caballa","industrial","ILO","714145W","180615S",2900,4,400,NA
2008,12,28,"caballa","industrial","ILO","733900W","165600S",8000,10,1000,NA
2008,12,28,"caballa","industrial","ILO","720524W","183642S",48000,6,900,NA
2008,12,27,"caballa","industrial","PUCUSANA","781554W","131847S",3500,6,1500,NA
2008,12,30,"caballa","industrial","ILO","721300W","183830S",139200,8,1000,NA
2008,12,26,"caballa","industrial","ILO","740600W","172700S",70000,6,800,NA
2008,12,30,"caballa","industrial","ILO","723000W","173300S",22500,4,550,NA
2008,12,31,"caballa","industrial","MORRO SAMA","711000W","181800S",96000,4,800,NA
2008,12,24,"caballa","industrial","PAITA","845000W","072000S",1460,15,1000,NA
2008,12,26,"caballa","industrial","PAITA","843000W","071500S",30660,15,1000,NA
2008,12,26,"caballa","industrial","CHIMBOTE","801000W","101500S",230400,12,2500,NA
2008,12,27,"caballa","industrial","CHIMBOTE","800000W","103000S",90000,15,2300,NA
2009,1,1,"caballa","industrial","MATARANI","724300W","172356S",15400,3,400,NA
2009,1,1,"caballa","industrial","MATARANI","730000W","172300S",66600,3,400,NA
2008,12,27,"caballa","industrial","PUCUSANA","775126W","132100S",188000,6,1500,NA
2008,12,27,"caballa","industrial","PAITA","833000W","075500S",364000,25,1000,NA
2008,12,29,"caballa","industrial","SALAVERRY","803000W","100000S",147000,12,1700,NA
2008,12,29,"caballa","industrial","PUCUSANA","781225W","131508S",32000,12,1500,NA
2009,1,1,"caballa","industrial","MATARANI","724000W","175000S",4400,2.5,400,NA
2009,1,1,"caballa","industrial","ATICO","744452W","165520S",2000,10,500,NA
2009,1,4,"caballa","industrial","ATICO","743818W","164904S",12800,4,400,NA
2009,1,1,"caballa","industrial","LA PLANCHADA","734056W","170302S",11400,4,350,NA
2009,1,2,"caballa","industrial","MATARANI","720800W","180800S",5430,4,500,NA
2009,1,3,"caballa","industrial","MATARANI","735206W","163003S",32640,3,400,NA
2009,1,2,"caballa","industrial","MATARANI","722200W","173000S",14110,3,400,NA
2008,12,31,"caballa","industrial","MATARANI","720430W","172750S",5652,4,450,NA
2009,1,2,"caballa","industrial","LA PLANCHADA","734530W","170350S",7416,3,700,NA
2009,1,2,"caballa","industrial","LA PLANCHADA","730818W","171100S",14700,4,450,NA
2009,1,1,"caballa","industrial","ATICO","741500W","170100S",38400,6,400,NA
2008,12,29,"caballa","industrial","PUCUSANA","775218W","132106S",81000,8,1500,NA
2009,1,1,"caballa","industrial","ILO","723000W","173300S",52500,4,750,NA
2008,12,29,"caballa","industrial","ILO","724530W","173030S",153600,10,1000,NA
2008,12,30,"caballa","industrial","PUCUSANA","781937W","131822S",64000,14,1500,NA
2009,1,2,"caballa","industrial","MORRO SAMA","711000W","181800S",17500,3,800,NA
2009,1,3,"caballa","industrial","MORRO SAMA","711000W","181800S",27000,3.5,500,NA
2008,12,31,"caballa","industrial","ILO","714018W","180130S",0,5,200,NA
2009,1,1,"caballa","industrial","ILO","721300W","183830S",38000,3.5,700,NA
2009,1,3,"caballa","industrial","MORRO SAMA","711400W","182200S",36000,3,600,NA
2008,12,29,"caballa","industrial","CHIMBOTE","800000W","103000S",396000,12,2300,NA
2008,12,27,"caballa","industrial","CHIMBOTE","800000W","110000S",60000,12,2700,NA
2008,12,28,"caballa","industrial","CHIMBOTE","794500W","104500S",348000,12,2300,NA
2009,1,2,"caballa","industrial","MATARANI","721600W","174200S",14950,3,400,NA
2009,1,4,"caballa","industrial","MATARANI","721630W","171030S",7560,3,300,NA
2009,1,2,"caballa","industrial","MATARANI","721300W","173730S",54976,4,450,NA
2008,12,29,"caballa","industrial","PUCUSANA","781348W","131644S",160000,10,1500,NA
2008,12,30,"caballa","industrial","ILO","721900W","184800S",51600,4,600,NA
2008,12,26,"caballa","industrial","CHIMBOTE","813000W","095000S",168000,10,1800,NA
2009,1,3,"caballa","industrial","SALAVERRY","803000W","084000S",87500,6,1700,NA
2009,1,3,"caballa","industrial","SALAVERRY","800500W","094000S",28000,6,1300,NA
2008,12,30,"caballa","industrial","CHIMBOTE","795000W","114000S",476000,14,2500,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","731600W","171900S",66440,4,550,NA
2009,1,2,"caballa","industrial","ATICO","741002W","163742S",87500,4,600,NA
2009,1,2,"caballa","industrial","ATICO","744452W","165520S",30000,4,500,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","735354W","171036S",85200,4,450,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","735354W","171036S",151300,8,1000,NA
2009,1,4,"caballa","industrial","MATARANI","735206W","163003S",79900,8,400,NA
2009,1,2,"caballa","industrial","LA PLANCHADA","734700W","170400S",52800,4,700,NA
2009,1,2,"caballa","industrial","MATARANI","721900W","171400S",50000,3,500,NA
2009,1,2,"caballa","industrial","MATARANI","721402W","173844S",27900,7,700,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","734242W","171625S",73700,5,600,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","734242W","171625S",70300,10,1300,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","734110W","170350S",25500,7,500,NA
2009,1,3,"caballa","industrial","MATARANI","740000W","172400S",40700,3,500,NA
