"Anho","Mes","Dia","Especie","Tipo_Flota","Puerto","Longitud","Latitud","Captura","Capacidad_Bodega","Anzuelos","Embarcaciones"
2009,1,1,"caballa","industrial","CHIMBOTE","795000W","105500S",342000,10,2200,NA
2009,1,1,"caballa","industrial","CHIMBOTE","795000W","110000S",110000,10,2200,NA
2009,1,1,"caballa","industrial","CHIMBOTE","794000W","112000S",280000,15,2600,NA
2009,1,1,"caballa","industrial","CHIMBOTE","800000W","113000S",330000,30,2900,NA
2009,1,2,"caballa","industrial","CHIMBOTE","795000W","105000S",14000,10,1900,NA
2009,1,1,"caballa","industrial","PUCUSANA","780938W","131420S",77500,3,1500,NA
2009,1,1,"caballa","industrial","PUCUSANA","783012W","123005S",136500,8,1500,NA
2009,1,6,"caballa","industrial","MATARANI","723000W","173300S",27360,2,400,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","730950W","171210S",32000,5,450,NA
2009,1,5,"caballa","industrial","LA PLANCHADA","740500W","164000S",50000,6,600,NA
2009,1,5,"caballa","industrial","ATICO","741500W","170100S",50000,10,500,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","733900W","165600S",3000,2,500,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","734700W","170400S",48400,4,500,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","733300W","164800S",51125,6,500,NA
2009,1,3,"caballa","industrial","MORRO SAMA","710524W","181430S",22000,6,500,NA
2009,1,4,"caballa","industrial","MATARANI","723300W","174200S",21000,3,400,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","733300W","164800S",88000,4,400,NA
2009,1,2,"caballa","industrial","MATARANI","730000W","170630S",21000,7,600,NA
2009,1,5,"caballa","industrial","LA PLANCHADA","730950W","171210S",20400,3,400,NA
2009,1,2,"caballa","industrial","MATARANI","730300W","172700S",36000,7,600,NA
2009,1,2,"caballa","industrial","MATARANI","725600W","171800S",33600,4,400,NA
2009,1,4,"caballa","industrial","MATARANI","723124W","173105S",9000,3,400,NA
2009,1,4,"caballa","industrial","MATARANI","723044W","173025S",51800,4,400,NA
2009,1,4,"caballa","industrial","MATARANI","721300W","174830S",75280,4,500,NA
2009,1,2,"caballa","industrial","MATARANI","730000W","172300S",10800,6,400,NA
2009,1,4,"caballa","industrial","MATARANI","721600W","174200S",14625,4,400,NA
2009,1,5,"caballa","industrial","MATARANI","731600W","171900S",52416,4,450,NA
2009,1,4,"caballa","industrial","MATARANI","730000W","170630S",39380,4,500,NA
2009,1,2,"caballa","industrial","MATARANI","734700W","170400S",115200,4,500,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","734700W","170400S",13832,7,700,NA
2009,1,4,"caballa","industrial","MATARANI","723910W","174018S",20000,7,400,NA
2009,1,4,"caballa","industrial","ILO","712400W","181600S",36800,4,400,NA
2009,1,4,"caballa","industrial","MATARANI","725200W","172630S",16200,2.5,400,NA
2009,1,3,"caballa","industrial","MATARANI","730818W","171100S",35700,7,500,NA
2009,1,2,"caballa","industrial","MATARANI","725600W","171800S",54600,4,400,NA
2009,1,1,"caballa","industrial","ILO","725200W","180600S",56000,2.5,500,NA
2009,1,5,"caballa","industrial","MATARANI","724530W","173030S",2400,4,400,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","734654W","170900S",91500,7,800,NA
2009,1,1,"caballa","industrial","ILO","715224W","181700S",33000,6,600,NA
2008,12,31,"caballa","industrial","CHIMBOTE","801000W","100000S",152000,8,1200,NA
2009,1,1,"caballa","industrial","PUCUSANA","781200W","131630S",28000,8,1500,NA
2009,1,3,"caballa","industrial","ILO","715230W","181030S",27000,3,300,NA
